generation,timestamp,duration,fitness_best,fitness_mean,success_rate,difficulty,sigma,max_stage_reached,eta,overall_best,gen_duration
0,22:03:53,124.97,8.7402,-27.0332,0.0,0.0,0.10766355,,34.6755001527071,8.7402,124.95675730705261
